batch,gen_passage_id,seed_passage_id,novel,meaningful,pragmatic,annotator_id,gen_source,ppl,WQRM_score,ai_likelihood
8,11601_olmo2,11601,0,1,1,15,olmo2,584389.7653783802,6.544983863830566,1.0
2,17745_human,17745,0,1,1,10,human,3826.9093424452894,8.775252342224121,3.175603018866645e-05
5,15031_olmo1,15031,0,1,0,4,olmo1,479362.20445081807,6.436963081359863,1.0
3,13191_olmo1,13191,0,1,1,25,olmo1,426.03186689719934,6.805713176727295,1.0
4,13191_human,13191,0,1,1,3,human,36744.44940729087,8.75667953491211,9.258588155110678e-05
6,12838_olmo2,12838,0,1,1,19,olmo2,7912.748515716929,6.194787979125977,1.0
9,4440_human,4440,1,1,1,8,human,37280.41681815538,8.486018180847168,0.000976456536187
9,15377_human,15377,0,1,1,16,human,52.02876914729357,8.203763961791992,6.096230612860786e-05
5,12042_human,12042,0,1,0,4,human,533.5160427792365,8.593642234802246,6.801552242702908e-05
8,2421_human,2421,0,1,1,5,human,47543.520209611015,8.464613914489746,2.2815333472357856e-05
3,16204_olmo1,16204,0,1,0,23,olmo1,31407.38968454895,6.994654655456543,1.0
10,13263_olmo2,13263,0,1,1,12,olmo2,7312.481289700033,5.68477725982666,1.0
10,15377_olmo2,15377,0,1,1,21,olmo2,19524.429435753827,6.236397743225098,1.0
5,4796_olmo1,4796,0,1,1,17,olmo1,21065.971074267844,7.5454020500183105,1.0
1,17809_human,17809,0,1,1,20,human,540.045898313788,8.75815486907959,2.1523899502224394e-06
3,16204_olmo1,16204,0,1,1,25,olmo1,2892.9936115682763,6.994654655456543,1.0
1,18037_olmo1,18037,0,1,1,9,olmo1,94593.98539529284,6.650257587432861,1.0
7,3388_olmo2,3388,0,1,1,2,olmo2,1072.7574187224322,6.783412933349609,1.0
