batch,gen_passage_id,seed_passage_id,novel,meaningful,pragmatic,annotator_id,gen_source,ppl,WQRM_score,ai_likelihood
5,15096_olmo1,15096,0,1,1,17,olmo1,4124.284452961925,7.286531925201416,1.0
4,13365_olmo1,13365,0,1,1,26,olmo1,813125.5394126164,5.552242279052734,1.0
10,3507_olmo2,3507,0,1,1,12,olmo2,53790.18300705468,5.990418434143066,1.0
8,11601_olmo2,11601,0,1,1,15,olmo2,2584.231426537426,6.544983863830566,1.0
8,14415_human,14415,0,1,1,6,human,40214.17895766175,8.254592895507812,0.0001300705803765
8,11601_olmo2,11601,0,1,1,15,olmo2,1595.3459110026367,6.544983863830566,1.0
9,13263_human,13263,0,1,1,23,human,2055.082330954536,8.638532638549805,9.70231162177192e-05
8,14062_olmo2,14062,0,1,1,15,olmo2,30863.317199610578,6.728520393371582,1.0
10,11660_human,11660,0,1,1,11,human,4261.880040092558,8.621773719787598,6.324715084499783e-06
4,13191_human,13191,0,1,1,14,human,48606.243236430906,8.75667953491211,9.258588155110678e-05
2,17809_olmo1,17809,0,1,1,15,olmo1,299.90207278971,5.820292472839356,1.0
6,15096_human,15096,1,1,1,3,human,483.7219979404596,8.69703483581543,0.0028377109103732
9,7644_olmo2,7644,0,1,1,16,olmo2,13871.42534982264,6.320972919464111,1.0
3,16425_human,16425,0,1,1,23,human,466710.4107177588,8.494684219360352,4.900826348198785e-06
9,15377_human,15377,0,1,1,23,human,1446.2077859410438,8.203763961791992,6.096230612860786e-05
9,3507_human,3507,0,1,1,23,human,3445.3245553421184,8.583327293395996,7.351239522298178e-06
8,3388_human,3388,1,0,0,6,human,2737911.8698486127,8.850173950195312,2.6060475243462457e-05
9,7644_olmo2,7644,0,1,1,8,olmo2,5818.722304639572,6.320972919464111,1.0
5,4796_olmo1,4796,0,1,1,4,olmo1,117041.85245425456,7.5454020500183105,1.0
6,15031_human,15031,0,1,1,3,human,8266.795511075808,8.800556182861328,1.7318460676405164e-05
8,14691_olmo2,14691,0,1,1,15,olmo2,68054.60582319334,5.546794414520264,1.0
9,3619_olmo2,3619,1,1,1,16,olmo2,39867.76403599118,6.876827239990234,1.0
10,13061_human,13061,0,1,1,12,human,101735.04031454472,8.668344497680664,1.3278590308295356e-05
10,13316_olmo2,13316,0,1,1,11,olmo2,10634.336612988218,7.759918689727783,1.0
7,11680_human,11680,0,1,1,24,human,153611.7570238571,8.56026554107666,0.02655029296875
1,17303_olmo1,17303,1,1,1,9,olmo1,13540.97700077355,6.686119079589844,1.0
4,16704_olmo1,16704,0,1,1,14,olmo1,311.4357475550706,6.737775802612305,1.0
8,11601_olmo2,11601,0,1,1,6,olmo2,62909.95201617584,6.544983863830566,1.0
5,15096_olmo1,15096,0,1,1,4,olmo1,43836.3391058886,7.286531925201416,1.0
4,16704_olmo1,16704,0,1,1,3,olmo1,20223.402485353414,6.737775802612305,1.0
6,12042_olmo2,12042,0,1,1,19,olmo2,30023.00864875661,7.337074756622314,1.0
10,7644_human,7644,0,1,1,12,human,1029.158038516444,8.531832695007324,0.0001329183578491
3,16316_olmo1,16316,0,1,1,7,olmo1,10341.962626576767,7.247693061828613,1.0
6,8444_olmo2,8444,0,1,1,19,olmo2,4377.885865323422,6.932831287384033,1.0
10,13061_human,13061,0,1,1,12,human,12054.243597508446,8.668344497680664,1.3278590308295356e-05
4,16704_olmo1,16704,0,1,1,3,olmo1,9875.155364571006,6.737775802612305,1.0
3,16425_human,16425,0,1,1,7,human,2078.7784249339043,8.494684219360352,4.900826348198785e-06
3,13365_human,13365,0,1,1,23,human,369586.8140344363,8.978217124938965,1.466936535305447e-05
2,18137_olmo1,18137,0,1,1,13,olmo1,621.6638142080113,4.510998249053955,1.0
8,11680_olmo2,11680,0,1,1,15,olmo2,164767.3024474477,5.7674479484558105,1.0
3,14248_human,14248,0,1,1,23,human,1815.926250848241,8.677005767822266,1.1854701571994356e-05
8,706_olmo2,706,0,1,1,15,olmo2,1918.220294810941,6.618142127990723,1.0
7,14691_human,14691,0,1,1,22,human,6123.557423109512,8.63615608215332,0.0001690122816297
5,15031_olmo1,15031,0,1,1,17,olmo1,156.6477216719131,6.436963081359863,1.0
3,16204_olmo1,16204,0,1,1,7,olmo1,1994.2276154871636,6.994654655456543,1.0
6,4796_human,4796,0,1,1,19,human,762.5029882328773,7.986728668212891,0.013427734375
8,11680_olmo2,11680,0,1,1,5,olmo2,867.8913539786995,5.7674479484558105,1.0
3,16425_human,16425,0,1,1,25,human,30193.50705624161,8.494684219360352,4.900826348198785e-06
2,17142_olmo1,17142,0,1,1,10,olmo1,22603.47226229121,5.857247829437256,1.0
1,17745_olmo1,17745,0,1,1,9,olmo1,251.30642288048236,5.554755210876465,1.0
4,16641_human,16641,0,1,1,14,human,275449.484350048,8.882264137268066,1.7053551144070097e-05
4,13191_human,13191,1,1,1,3,human,27395.846064429734,8.75667953491211,9.258588155110678e-05
8,14062_olmo2,14062,1,1,1,15,olmo2,1522.0535094254549,6.728520393371582,1.0
5,4796_olmo1,4796,0,1,1,1,olmo1,53.20082931682349,7.5454020500183105,1.0
10,4440_olmo2,4440,0,1,1,11,olmo2,232150.9176412113,6.479419708251953,1.0
9,12432_olmo2,12432,0,1,1,23,olmo2,114719.98861804829,6.178188800811768,1.0
10,3619_human,3619,0,1,1,11,human,6743.309199843438,8.76955509185791,4.3047799004448796e-07
3,16316_olmo1,16316,0,1,1,25,olmo1,5877.86719978244,7.247693061828613,1.0
1,17142_human,17142,1,1,1,9,human,10477.241883311535,8.620614051818848,5.828009711371528e-06
3,16316_olmo1,16316,0,1,1,7,olmo1,11820.415762193374,7.247693061828613,1.0
3,13191_olmo1,13191,0,1,1,7,olmo1,1991.1794811135776,6.805713176727295,1.0
8,3388_human,3388,0,1,1,6,human,126636.55020173229,8.850173950195312,2.6060475243462457e-05
2,16897_olmo1,16897,0,1,0,15,olmo1,1700122.084077779,6.122307300567627,1.0
8,706_olmo2,706,0,1,1,6,olmo2,122101.63308306826,6.618142127990723,1.0
2,17142_olmo1,17142,0,1,1,15,olmo1,11017.175882886671,5.857247829437256,1.0
4,14248_olmo1,14248,0,0,0,3,olmo1,104160.50506822269,6.540572166442871,1.0
5,15031_olmo1,15031,0,1,1,1,olmo1,270400.6022628869,6.436963081359863,1.0
4,16704_olmo1,16704,0,1,1,3,olmo1,35075.67243368484,6.737775802612305,1.0
9,15377_human,15377,0,1,1,16,human,12102.157877687225,8.203763961791992,6.096230612860786e-05
9,3507_human,3507,0,1,1,16,human,124.69381905335707,8.583327293395996,7.351239522298178e-06
8,1305_human,1305,0,1,1,6,human,732.7132463818872,8.738544464111328,3.195471233791775e-05
8,14415_human,14415,0,1,1,6,human,107023.71351808187,8.254592895507812,0.0001300705803765
5,12042_human,12042,0,1,1,17,human,81147.86558679314,8.593642234802246,6.801552242702908e-05
9,11660_olmo2,11660,0,1,1,23,olmo2,15883.94010830594,5.683884620666504,1.0
9,13263_human,13263,1,1,1,8,human,292190.31321608514,8.638532638549805,9.70231162177192e-05
4,13191_human,13191,0,1,1,3,human,38794.74404142774,8.75667953491211,9.258588155110678e-05
9,13061_olmo2,13061,0,1,1,23,olmo2,65030.59732964556,6.477701663970947,1.0
4,16316_human,16316,0,1,0,14,human,2760.336803647315,8.674803733825684,0.0094350179036458
9,13061_olmo2,13061,0,1,1,16,olmo2,48494.00491500896,6.477701663970947,1.0
1,17338_olmo1,17338,1,1,1,9,olmo1,10853.658431680173,7.254225730895996,1.0
1,18037_olmo1,18037,0,1,1,21,olmo1,172.79493291924197,6.650257587432861,1.0
6,15031_human,15031,0,1,1,18,human,14245.44874540276,8.800556182861328,1.7318460676405164e-05
7,1305_olmo2,1305,0,1,0,22,olmo2,12513.115884410772,4.926403999328613,1.0
2,16897_olmo1,16897,0,1,1,10,olmo1,1694.909256578949,6.122307300567627,1.0
1,18037_olmo1,18037,0,1,1,21,olmo1,1405.8330979521972,6.650257587432861,1.0
5,12011_human,12011,0,1,1,4,human,280148.3579591419,8.37365436553955,0.0007745954725477
4,16641_human,16641,0,1,1,3,human,3001.9672280390096,8.882264137268066,1.7053551144070097e-05
10,13061_human,13061,0,1,1,21,human,13726.603233601056,8.668344497680664,1.3278590308295356e-05
1,18037_olmo1,18037,0,1,1,21,olmo1,2387.688535748885,6.650257587432861,1.0
3,16704_human,16704,0,1,1,7,human,120634.96737303874,8.530006408691406,1.5861458248562285e-05
2,18037_human,18037,0,1,1,10,human,1088.3518405058974,8.60700511932373,0.0045267740885416
5,12011_human,12011,0,1,1,17,human,18912.038208704293,8.37365436553955,0.0007745954725477
8,3388_human,3388,0,1,1,15,human,7797.887491845471,8.850173950195312,2.6060475243462457e-05
5,15349_human,15349,0,1,1,1,human,3966.182841306374,8.602803230285645,4.635916815863716e-07
10,13316_olmo2,13316,0,1,1,12,olmo2,73924.87099881769,7.759918689727783,1.0
7,1305_olmo2,1305,0,1,1,22,olmo2,129196.288742919,4.926403999328613,1.0
1,18037_olmo1,18037,0,1,1,9,olmo1,2990.765842123214,6.650257587432861,1.0
1,16897_human,16897,0,1,1,21,human,10382.77447967115,8.509995460510254,0.000136031044854
5,15096_olmo1,15096,0,1,1,4,olmo1,1230.454294804969,7.286531925201416,1.0
4,16704_olmo1,16704,0,1,1,26,olmo1,1552.1655541687214,6.737775802612305,1.0
2,17142_olmo1,17142,0,1,1,15,olmo1,2035.501030799272,5.857247829437256,1.0
3,16641_olmo1,16641,0,1,1,25,olmo1,10844.722960089748,7.114648818969727,1.0
7,14415_olmo2,14415,0,1,1,24,olmo2,261.6494607022638,7.193365573883057,1.0
3,13365_human,13365,0,1,1,23,human,1463.9710394018855,8.978217124938965,1.466936535305447e-05
2,16897_olmo1,16897,0,1,1,13,olmo1,112991.4663210545,6.122307300567627,1.0
10,15377_olmo2,15377,0,1,1,12,olmo2,50439.77512255689,6.236397743225098,1.0
4,16425_olmo1,16425,0,1,1,3,olmo1,2684.275880510011,6.530635356903076,1.0
7,14691_human,14691,0,1,1,24,human,11729.547518462254,8.63615608215332,0.0001690122816297
8,2421_human,2421,0,1,1,6,human,259477.05071872423,8.464613914489746,2.2815333472357856e-05
4,16704_olmo1,16704,0,1,1,14,olmo1,1436.2839086175109,6.737775802612305,1.0
10,12432_human,12432,0,1,1,12,human,12932.855204969854,8.863977432250977,3.168980280558269e-05
10,3507_olmo2,3507,0,1,1,12,olmo2,1139289.8665575706,5.990418434143066,1.0
2,17303_human,17303,0,1,1,10,human,5877.564851672637,8.143926620483398,7.351239522298178e-05
8,14415_human,14415,0,1,1,5,human,90864.76808431876,8.254592895507812,0.0001300705803765
10,15377_olmo2,15377,0,1,1,21,olmo2,88508.87278692257,6.236397743225098,1.0
6,15349_olmo2,15349,0,1,1,19,olmo2,270460.27513523673,6.190357685089111,1.0
1,17142_human,17142,0,1,1,21,human,96846.7238822327,8.620614051818848,5.828009711371528e-06
10,11660_human,11660,0,0,0,11,human,1290.4702838849714,8.621773719787598,6.324715084499783e-06
9,13316_human,13316,0,1,1,8,human,15685.789694236097,8.67484188079834,9.311570061577692e-05
3,16704_human,16704,0,1,1,23,human,30723.31344184552,8.530006408691406,1.5861458248562285e-05
10,11660_human,11660,0,1,1,21,human,91879.8057025165,8.621773719787598,6.324715084499783e-06
7,11601_human,11601,1,1,1,2,human,28257.026696477496,8.954913139343262,0.0004466374715169
1,17142_human,17142,1,1,1,20,human,528.4934943398262,8.620614051818848,5.828009711371528e-06
4,16316_human,16316,0,1,1,14,human,13511.973938889849,8.674803733825684,0.0094350179036458
4,13365_olmo1,13365,0,1,1,26,olmo1,3993.886176527131,5.552242279052734,1.0
3,16425_human,16425,0,1,1,25,human,610.4874772144599,8.494684219360352,4.900826348198785e-06
4,16641_human,16641,0,1,1,3,human,11890811.415439248,8.882264137268066,1.7053551144070097e-05
2,17142_olmo1,17142,0,1,1,15,olmo1,527.8773366071986,5.857247829437256,1.0
8,14319_human,14319,0,1,1,5,human,11885.571362658777,8.155810356140137,0.000305970509847
9,3619_olmo2,3619,0,1,1,16,olmo2,1342.5958689441018,6.876827239990234,1.0
9,11660_olmo2,11660,0,1,1,16,olmo2,15883.94010830594,5.683884620666504,1.0
7,14415_olmo2,14415,0,1,1,24,olmo2,23643.37038697562,7.193365573883057,1.0
8,1305_human,1305,0,1,1,6,human,1093113.7888483473,8.738544464111328,3.195471233791775e-05
2,18090_human,18090,0,1,1,15,human,171647.64542682635,8.725266456604004,0.0068579779730902
7,14415_olmo2,14415,0,1,1,22,olmo2,23643.37038697562,7.193365573883057,1.0
1,17757_human,17757,0,1,1,20,human,2343.5945054707527,8.917495727539062,2.351072099473741e-06
5,4796_olmo1,4796,0,1,0,17,olmo1,162452.59743026577,7.5454020500183105,1.0
3,16704_human,16704,0,1,1,7,human,1773.4903441356737,8.530006408691406,1.5861458248562285e-05
2,18037_human,18037,0,1,1,15,human,8520.032090276296,8.60700511932373,0.0045267740885416
9,13061_olmo2,13061,0,0,0,8,olmo2,253034.36190778064,6.477701663970947,1.0
8,14691_olmo2,14691,0,1,1,5,olmo2,32703.40444667767,5.546794414520264,1.0
7,14062_human,14062,1,1,1,2,human,68020.9245521529,8.620152473449707,0.0001072221332126
9,13316_human,13316,0,1,1,16,human,61291.87745512556,8.67484188079834,9.311570061577692e-05
7,14062_human,14062,0,1,0,24,human,4672.586092989093,8.620152473449707,0.0001072221332126
6,4796_human,4796,0,1,1,18,human,13306.782352025202,7.986728668212891,0.013427734375
7,14062_human,14062,0,1,1,22,human,15736.351366640629,8.620152473449707,0.0001072221332126
2,17809_olmo1,17809,0,1,1,15,olmo1,6986.102181700244,5.820292472839356,1.0
7,3388_olmo2,3388,0,1,1,2,olmo2,140337.29761776843,6.783412933349609,1.0
5,12011_human,12011,0,1,1,4,human,4354.71217117088,8.37365436553955,0.0007745954725477
10,3507_olmo2,3507,0,1,1,11,olmo2,21760.945687580952,5.990418434143066,1.0
9,4440_human,4440,0,1,1,16,human,75097.01334250832,8.486018180847168,0.000976456536187
4,16204_human,16204,0,1,1,14,human,58986.25909247088,8.580018997192383,0.0002834531995985
6,12042_olmo2,12042,0,1,1,3,olmo2,325951.9619976495,7.337074756622314,1.0
3,13191_olmo1,13191,0,1,1,23,olmo1,8900152.98157902,6.805713176727295,1.0
5,12042_human,12042,0,1,1,1,human,19676.08276264476,8.593642234802246,6.801552242702908e-05
4,16704_olmo1,16704,0,1,1,26,olmo1,208.52796763099283,6.737775802612305,1.0
5,15349_human,15349,0,1,1,4,human,134052.4295896894,8.602803230285645,4.635916815863716e-07
10,3619_human,3619,0,1,1,12,human,156097.78555262357,8.76955509185791,4.3047799004448796e-07
2,17757_olmo1,17757,0,1,1,10,olmo1,85307.78088405136,6.624870777130127,1.0
10,13061_human,13061,0,1,1,11,human,12785.461881209912,8.668344497680664,1.3278590308295356e-05
10,12432_human,12432,0,1,1,11,human,728.2175018526291,8.863977432250977,3.168980280558269e-05
7,3388_olmo2,3388,0,1,1,22,olmo2,13547.002381142724,6.783412933349609,1.0
6,15349_olmo2,15349,0,0,0,18,olmo2,666.0630245998949,6.190357685089111,1.0
8,1305_human,1305,0,1,1,5,human,346.9492581265011,8.738544464111328,3.195471233791775e-05
9,13316_human,13316,0,1,1,23,human,1045238.87309951,8.67484188079834,9.311570061577692e-05
8,14062_olmo2,14062,0,1,1,15,olmo2,816194.702413631,6.728520393371582,1.0
7,14691_human,14691,0,1,1,2,human,6123.557423109512,8.63615608215332,0.0001690122816297
7,1305_olmo2,1305,0,1,1,2,olmo2,209.2443458430424,4.926403999328613,1.0
9,4440_human,4440,0,1,1,23,human,452340.4849629536,8.486018180847168,0.000976456536187
5,15096_olmo1,15096,0,1,1,1,olmo1,259263.69759610252,7.286531925201416,1.0
5,15349_human,15349,0,1,1,17,human,861043.1213091704,8.602803230285645,4.635916815863716e-07
3,16641_olmo1,16641,0,1,1,23,olmo1,20330.91406042118,7.114648818969727,1.0
3,13191_olmo1,13191,0,1,1,25,olmo1,10768.93213133143,6.805713176727295,1.0
7,11680_human,11680,0,1,1,2,human,1606.390423373626,8.56026554107666,0.02655029296875
4,16425_olmo1,16425,1,1,1,26,olmo1,2684.275880510011,6.530635356903076,1.0
7,2421_olmo2,2421,0,1,1,2,olmo2,5949.056954553967,5.708529949188232,1.0
5,12042_human,12042,0,1,1,4,human,19676.08276264476,8.593642234802246,6.801552242702908e-05
1,17757_human,17757,0,1,1,9,human,10933.296476330632,8.917495727539062,2.351072099473741e-06
9,12432_olmo2,12432,0,1,1,16,olmo2,7200.47355989748,6.178188800811768,1.0
9,12432_olmo2,12432,0,1,1,8,olmo2,2503.97268822821,6.178188800811768,1.0
1,18090_olmo1,18090,1,1,1,9,olmo1,20984.05750392263,6.452146530151367,1.0
1,17338_olmo1,17338,0,1,1,9,olmo1,13888.738121449747,7.254225730895996,1.0
1,17757_human,17757,0,1,0,21,human,1817.9283067912024,8.917495727539062,2.351072099473741e-06
7,14691_human,14691,1,1,1,24,human,2166.263582854269,8.63615608215332,0.0001690122816297
2,18037_human,18037,0,1,1,15,human,20838.54772071913,8.60700511932373,0.0045267740885416
3,16204_olmo1,16204,0,1,1,23,olmo1,1946.9978241657816,6.994654655456543,1.0
6,15349_olmo2,15349,0,0,0,18,olmo2,6452.892274629787,6.190357685089111,1.0
5,15031_olmo1,15031,0,1,1,4,olmo1,1113.8964104634936,6.436963081359863,1.0
6,12011_olmo2,12011,0,1,1,19,olmo2,1355.8781309964222,7.170212268829346,1.0
3,16704_human,16704,0,1,1,25,human,516.4625717186412,8.530006408691406,1.5861458248562285e-05
6,12838_olmo2,12838,0,1,1,19,olmo2,700.4124807572581,6.194787979125977,1.0
3,13365_human,13365,0,1,1,25,human,906.9543714497364,8.978217124938965,1.466936535305447e-05
9,3619_olmo2,3619,1,1,1,16,olmo2,33408.82610870688,6.876827239990234,1.0
2,17745_human,17745,0,1,1,15,human,24887.42825389889,8.775252342224121,3.175603018866645e-05
6,4796_human,4796,0,1,1,19,human,49825.874522514525,7.986728668212891,0.013427734375
6,15031_human,15031,0,1,1,3,human,7815.626208091611,8.800556182861328,1.7318460676405164e-05
7,1305_olmo2,1305,0,1,1,2,olmo2,13389.910331317618,4.926403999328613,1.0
4,13191_human,13191,1,1,1,26,human,38794.74404142774,8.75667953491211,9.258588155110678e-05
10,11660_human,11660,1,1,1,11,human,59978.01860200287,8.621773719787598,6.324715084499783e-06
1,17303_olmo1,17303,0,1,1,9,olmo1,248.53038849950696,6.686119079589844,1.0
3,16425_human,16425,0,1,1,7,human,2115.721363138141,8.494684219360352,4.900826348198785e-06
2,18090_human,18090,0,1,1,13,human,1152229.705502612,8.725266456604004,0.0068579779730902
1,16897_human,16897,1,1,1,9,human,26009.44642090332,8.509995460510254,0.000136031044854
4,15471_human,15471,0,1,0,14,human,1207.7991142930446,8.66585636138916,7.616149054633247e-05
3,16316_olmo1,16316,0,1,1,7,olmo1,6746.986917237465,7.247693061828613,1.0
1,17142_human,17142,0,1,1,21,human,1080.2685048794772,8.620614051818848,5.828009711371528e-06
8,1305_human,1305,0,1,1,6,human,5983.014749794786,8.738544464111328,3.195471233791775e-05
2,17745_human,17745,0,1,1,15,human,1166.154108418094,8.775252342224121,3.175603018866645e-05
5,15096_olmo1,15096,0,1,1,1,olmo1,19001.785340811508,7.286531925201416,1.0
9,7644_olmo2,7644,0,1,1,23,olmo2,295.31716135165897,6.320972919464111,1.0
6,12042_olmo2,12042,0,1,0,18,olmo2,637.8874738616131,7.337074756622314,1.0
6,8444_olmo2,8444,0,1,1,3,olmo2,805.5799151396635,6.932831287384033,1.0
1,18037_olmo1,18037,0,1,1,20,olmo1,1405.8330979521972,6.650257587432861,1.0
6,15096_human,15096,0,1,1,18,human,380.4713092667386,8.69703483581543,0.0028377109103732
7,14319_olmo2,14319,0,1,0,22,olmo2,66088.07467087673,6.024923801422119,1.0
6,12011_olmo2,12011,0,1,1,3,olmo2,122065.83290477152,7.170212268829346,1.0
6,12042_olmo2,12042,0,1,1,18,olmo2,7674.5050748739395,7.337074756622314,1.0
8,1305_human,1305,0,1,1,6,human,346.9492581265011,8.738544464111328,3.195471233791775e-05
7,11680_human,11680,0,1,1,2,human,145042.80658552342,8.56026554107666,0.02655029296875
10,7644_human,7644,1,1,1,21,human,57.57198142453307,8.531832695007324,0.0001329183578491
2,17142_olmo1,17142,0,0,0,13,olmo1,182891.8904590344,5.857247829437256,1.0
7,1305_olmo2,1305,0,1,1,24,olmo2,44017.55828598679,4.926403999328613,1.0
3,14248_human,14248,0,1,1,7,human,300020.91071691544,8.677005767822266,1.1854701571994356e-05
9,13061_olmo2,13061,0,1,1,16,olmo2,417.04425612897296,6.477701663970947,1.0
7,11601_human,11601,0,1,1,2,human,78734.78069021243,8.954913139343262,0.0004466374715169
8,706_olmo2,706,0,1,1,15,olmo2,17082.14205006952,6.618142127990723,1.0
5,12042_human,12042,0,1,1,4,human,346964.8540409514,8.593642234802246,6.801552242702908e-05
8,14319_human,14319,0,1,1,15,human,19394.97258518511,8.155810356140137,0.000305970509847
2,18090_human,18090,0,1,1,15,human,3759.169563737333,8.725266456604004,0.0068579779730902
4,16316_human,16316,0,1,1,14,human,851.8573025419065,8.674803733825684,0.0094350179036458
6,12011_olmo2,12011,0,1,1,3,olmo2,931.2058722079208,7.170212268829346,1.0
1,18090_olmo1,18090,0,1,1,9,olmo1,3716.103992220927,6.452146530151367,1.0
6,15318_human,15318,0,1,1,3,human,162.4597423164581,8.722410202026367,5.761782328287761e-06
7,14319_olmo2,14319,0,1,1,24,olmo2,3608.800633078549,6.024923801422119,1.0
1,17745_olmo1,17745,0,1,1,20,olmo1,514.8545710654176,5.554755210876465,1.0
1,18037_olmo1,18037,0,1,1,20,olmo1,69458.3368655182,6.650257587432861,1.0
7,2421_olmo2,2421,0,1,1,24,olmo2,5949.056954553967,5.708529949188232,1.0
5,15318_olmo1,15318,0,1,1,17,olmo1,78559.1758953779,6.522613525390625,1.0
10,13263_olmo2,13263,0,1,1,12,olmo2,1303.778718180524,5.68477725982666,1.0
3,14248_human,14248,0,1,1,25,human,333.4531285825758,8.677005767822266,1.1854701571994356e-05
1,18037_olmo1,18037,0,1,1,20,olmo1,892.6402679470708,6.650257587432861,1.0
7,3388_olmo2,3388,0,1,1,24,olmo2,143282.07458037988,6.783412933349609,1.0
6,11549_human,11549,1,1,1,19,human,130209.54274389287,8.385106086730957,0.0001095400916205
4,15471_human,15471,0,1,1,3,human,325351.2192730578,8.66585636138916,7.616149054633247e-05
10,3507_olmo2,3507,0,1,1,12,olmo2,4372.781976192028,5.990418434143066,1.0
10,13263_olmo2,13263,0,1,0,12,olmo2,598124.3441486586,5.68477725982666,1.0
9,3619_olmo2,3619,0,1,1,23,olmo2,118186.61086205668,6.876827239990234,1.0
5,15096_olmo1,15096,0,1,1,17,olmo1,1122091.650872972,7.286531925201416,1.0
8,14691_olmo2,14691,0,1,1,5,olmo2,3028.697541072121,5.546794414520264,1.0
5,15349_human,15349,0,1,1,1,human,1237.3147065507517,8.602803230285645,4.635916815863716e-07
5,15096_olmo1,15096,0,1,1,4,olmo1,216302.7351062143,7.286531925201416,1.0
6,12042_olmo2,12042,0,1,1,19,olmo2,3211.823330982801,7.337074756622314,1.0
7,706_human,706,0,1,1,22,human,5260.322862108593,8.824209213256836,0.0002977583143446
8,14319_human,14319,0,1,1,5,human,2048365.312772357,8.155810356140137,0.000305970509847
1,18037_olmo1,18037,0,1,1,9,olmo1,69458.3368655182,6.650257587432861,1.0
9,4440_human,4440,0,1,1,16,human,1368.7910752199552,8.486018180847168,0.000976456536187
1,18037_olmo1,18037,1,1,1,9,olmo1,504.1502350828222,6.650257587432861,1.0
7,14691_human,14691,0,1,1,2,human,14982.120950949808,8.63615608215332,0.0001690122816297
3,16425_human,16425,0,1,1,25,human,404.9798186242421,8.494684219360352,4.900826348198785e-06
10,3619_human,3619,0,1,1,12,human,466.9455360792921,8.76955509185791,4.3047799004448796e-07
6,15318_human,15318,0,1,1,19,human,534.315039590326,8.722410202026367,5.761782328287761e-06
9,11660_olmo2,11660,0,1,1,16,olmo2,36758.543153490114,5.683884620666504,1.0
8,14062_olmo2,14062,0,1,1,15,olmo2,4423.328765785341,6.728520393371582,1.0
10,13061_human,13061,0,1,1,11,human,1974.4823415595645,8.668344497680664,1.3278590308295356e-05
6,12011_olmo2,12011,0,1,1,18,olmo2,5679.661022353304,7.170212268829346,1.0
6,8444_olmo2,8444,0,1,1,3,olmo2,22314.45079345997,6.932831287384033,1.0
2,18090_human,18090,0,1,1,13,human,143427.06867704858,8.725266456604004,0.0068579779730902
5,15318_olmo1,15318,0,1,1,17,olmo1,391380.9312562313,6.522613525390625,1.0
9,12432_olmo2,12432,0,1,1,16,olmo2,1908.2825083582425,6.178188800811768,1.0
6,15031_human,15031,0,1,1,19,human,41804.216185630576,8.800556182861328,1.7318460676405164e-05
6,8444_olmo2,8444,0,1,1,3,olmo2,38163.58511734112,6.932831287384033,1.0
3,16204_olmo1,16204,0,1,1,25,olmo1,1034.378621516411,6.994654655456543,1.0
6,12042_olmo2,12042,0,1,1,19,olmo2,368.0944267154272,7.337074756622314,1.0
4,14520_olmo1,14520,0,1,0,14,olmo1,10183.459693400186,6.032698154449463,1.0
6,11549_human,11549,0,1,1,3,human,26975.949116391464,8.385106086730957,0.0001095400916205
5,8444_human,8444,0,1,1,17,human,5244.433047170875,8.483384132385254,1.529852549235026e-05
8,1305_human,1305,0,1,1,15,human,2293.5314073041486,8.738544464111328,3.195471233791775e-05
4,16704_olmo1,16704,0,1,1,14,olmo1,4807.8402023300205,6.737775802612305,1.0
1,17757_human,17757,0,1,1,9,human,1817.9283067912024,8.917495727539062,2.351072099473741e-06
10,12432_human,12432,0,1,1,12,human,14436.304374878408,8.863977432250977,3.168980280558269e-05
6,4796_human,4796,0,1,1,18,human,13717.610294202706,7.986728668212891,0.013427734375
1,17303_olmo1,17303,0,1,0,9,olmo1,9776.84384886141,6.686119079589844,1.0
5,12011_human,12011,1,1,1,4,human,611.8376164971478,8.37365436553955,0.0007745954725477
7,14062_human,14062,0,1,1,22,human,415.6115345196162,8.620152473449707,0.0001072221332126
9,15377_human,15377,0,1,1,8,human,26872.88754406597,8.203763961791992,6.096230612860786e-05
1,17757_human,17757,0,1,1,20,human,34671.697699729506,8.917495727539062,2.351072099473741e-06
1,17338_olmo1,17338,0,1,0,21,olmo1,1006.0518506407644,7.254225730895996,1.0
6,15349_olmo2,15349,0,1,1,18,olmo2,722264.506259478,6.190357685089111,1.0
8,14691_olmo2,14691,0,1,1,15,olmo2,213868.61964094805,5.546794414520264,1.0
9,13061_olmo2,13061,0,1,1,8,olmo2,8604.02507396208,6.477701663970947,1.0
8,11601_olmo2,11601,1,0,1,6,olmo2,29827.7182210368,6.544983863830566,1.0
10,4440_olmo2,4440,0,1,1,21,olmo2,203640.332496002,6.479419708251953,1.0
6,12042_olmo2,12042,0,1,1,3,olmo2,229.49070782868685,7.337074756622314,1.0
10,3619_human,3619,0,1,1,11,human,3582.961236659907,8.76955509185791,4.3047799004448796e-07
3,16316_olmo1,16316,0,1,1,25,olmo1,11820.415762193374,7.247693061828613,1.0
10,3507_olmo2,3507,0,1,1,12,olmo2,46937.59506270553,5.990418434143066,1.0
10,4440_olmo2,4440,0,1,1,11,olmo2,30250.94432306321,6.479419708251953,1.0
10,13316_olmo2,13316,0,1,1,12,olmo2,17725.532916481585,7.759918689727783,1.0
10,13263_olmo2,13263,0,1,1,12,olmo2,5595.506759461239,5.68477725982666,1.0
8,14319_human,14319,0,1,1,5,human,19007.323584495894,8.155810356140137,0.000305970509847
4,16204_human,16204,1,1,0,14,human,11155.50290187895,8.580018997192383,0.0002834531995985
